190.839	243.861	257.531	266.769	273.725	279.41	284.102	288.167	291.615	294.615	297.308	299.603	301.619	303.323	304.872	306.179	
191.815	245.171	258.943	268.217	275.382	281.139	285.918	289.966	293.512	296.507	299.18	301.53	303.531	305.258	306.761	308.045	
191.631	244.363	258.204	267.614	274.799	280.431	285.122	289.136	292.627	295.689	298.325	300.633	302.675	304.386	305.916	307.23	
191.047	244.31	258.13	267.5	274.511	280.177	284.964	289.009	292.477	295.482	298.12	300.409	302.392	304.141	305.639	306.911	
191.921	244.217	257.953	267.219	274.213	279.885	284.645	288.694	292.166	295.201	297.856	300.151	302.161	303.895	305.423	306.756	
191.473	244.274	257.937	267.182	274.292	279.964	284.779	288.768	292.298	295.327	297.98	300.268	302.273	304.014	305.522	306.828	
191.581	243.846	257.615	266.91	273.93	279.587	284.354	288.338	291.804	294.853	297.533	299.867	301.849	303.57	305.083	306.388	
191.943	244.187	258.031	267.351	274.454	280.177	284.891	288.931	292.437	295.435	298.17	300.442	302.423	304.174	305.673	306.979	
191.466	244.287	258.053	267.431	274.53	280.161	284.855	288.94	292.436	295.469	298.091	300.427	302.419	304.165	305.692	307.021	
191.275	244.208	257.816	267.058	274.157	279.891	284.697	288.746	292.307	295.33	297.918	300.261	302.243	303.963	305.486	306.804	
190.743	244.126	257.822	266.982	273.936	279.697	284.431	288.499	291.956	294.963	297.636	299.968	301.96	303.679	305.173	306.487	
191.149	244.23	257.976	267.308	274.358	280.106	284.863	288.858	292.334	295.337	298.036	300.305	302.286	304.009	305.515	306.838	
191.521	244.447	258.115	267.383	274.536	280.269	285.051	289.114	292.57	295.655	298.268	300.562	302.526	304.265	305.778	307.088	
191.961	244.398	258.21	267.466	274.744	280.454	285.163	289.183	292.7	295.749	298.411	300.697	302.707	304.493	306.011	307.306	
191.558	244.535	258.291	267.664	274.976	280.639	285.444	289.432	292.938	295.939	298.613	300.917	302.911	304.651	306.165	307.444	
190.786	244.231	257.836	267.105	274.231	279.874	284.73	288.846	292.275	295.269	297.944	300.228	302.211	303.973	305.495	306.796	
191.684	244.668	258.444	267.711	274.735	280.464	285.217	289.253	292.733	295.776	298.462	300.768	302.79	304.53	306.049	307.342	
190.632	244.104	257.896	267.078	274.144	279.93	284.702	288.741	292.23	295.278	297.878	300.156	302.19	303.927	305.427	306.727	
191.317	244.078	257.935	267.18	274.298	279.928	284.729	288.679	292.176	295.213	297.787	300.111	302.115	303.837	305.322	306.632	
191.66	244.298	258.089	267.525	274.58	280.249	285.094	289.171	292.618	295.624	298.226	300.532	302.553	304.319	305.832	307.141	
190.819	244.133	257.912	267.308	274.318	280.079	284.767	288.818	292.337	295.343	297.982	300.28	302.28	303.985	305.508	306.817	
191.471	244.547	258.33	267.534	274.555	280.314	285.108	289.234	292.639	295.632	298.282	300.613	302.606	304.359	305.883	307.186	
191.505	244.075	257.894	267.26	274.287	280.031	284.692	288.725	292.248	295.237	297.925	300.204	302.161	303.898	305.417	306.77	
191.286	244.194	257.927	267.202	274.319	279.979	284.686	288.719	292.229	295.269	297.902	300.232	302.199	303.93	305.407	306.724	
191.545	244.439	258.309	267.678	274.741	280.48	285.267	289.373	292.859	295.893	298.522	300.8	302.772	304.502	305.994	307.334	
191.939	244.934	258.703	268.021	275.014	280.695	285.412	289.476	292.937	295.936	298.583	300.9	302.931	304.652	306.144	307.433	
192.013	244.644	258.38	267.781	274.889	280.733	285.467	289.496	292.864	295.914	298.577	300.903	302.931	304.651	306.196	307.504	
191.651	244.603	258.535	267.642	274.645	280.291	285.065	289.129	292.631	295.685	298.321	300.63	302.638	304.38	305.875	307.177	
191.174	244.333	258.069	267.412	274.468	280.199	284.933	288.98	292.49	295.54	298.172	300.498	302.5	304.23	305.719	307.037	
192.332	244.759	258.566	267.955	275.09	280.867	285.658	289.665	293.121	296.128	298.772	301.073	303.041	304.783	306.272	307.622	
190.879	243.64	257.467	266.734	273.8	279.505	284.28	288.286	291.74	294.813	297.46	299.74	301.755	303.502	305.009	306.309	
190.233	243.781	257.483	266.717	273.746	279.378	284.122	288.143	291.64	294.63	297.286	299.62	301.604	303.314	304.791	306.1	
191.868	244.719	258.44	267.796	274.761	280.399	285.189	289.225	292.682	295.718	298.371	300.708	302.667	304.412	305.907	307.246	
191.527	243.983	257.724	267.004	274.058	279.737	284.56	288.581	292.102	295.078	297.715	300.037	302.057	303.787	305.315	306.646	
191.301	244.407	258.38	267.498	274.543	280.263	284.988	289.082	292.578	295.587	298.278	300.568	302.577	304.318	305.826	307.14	
191.548	244.851	258.745	267.994	275.219	280.972	285.594	289.653	293.097	296.185	298.842	301.113	303.122	304.862	306.36	307.69	
190.864	244.024	257.676	266.915	274.019	279.695	284.381	288.437	291.899	294.94	297.601	299.883	301.894	303.62	305.133	306.457	
191.151	243.834	257.556	266.743	273.889	279.53	284.284	288.263	291.739	294.78	297.46	299.782	301.799	303.532	305.033	306.37	
191.107	244.051	258.021	267.231	274.344	279.996	284.819	288.789	292.265	295.304	297.958	300.252	302.243	303.971	305.468	306.796	
191.508	244.85	258.465	267.659	274.692	280.457	285.203	289.2	292.668	295.749	298.382	300.66	302.622	304.387	305.898	307.24	
191.592	244.11	258.068	267.325	274.412	280.111	284.854	288.887	292.334	295.308	297.94	300.248	302.26	304.004	305.495	306.791	
191.564	244.907	258.755	268.036	275.124	280.753	285.543	289.609	293.145	296.188	298.86	301.17	303.183	304.923	306.437	307.763	
191.862	244.14	257.933	267.265	274.484	280.249	285.008	289.084	292.574	295.637	298.27	300.562	302.571	304.318	305.823	307.149	
191.907	244.73	258.52	267.743	274.733	280.392	285.153	289.209	292.77	295.858	298.499	300.82	302.819	304.523	306.049	307.367	
190.298	243.65	257.503	266.815	273.902	279.681	284.356	288.47	291.961	294.918	297.559	299.856	301.871	303.598	305.113	306.427	
190.789	243.554	257.402	266.765	273.843	279.496	284.189	288.249	291.776	294.753	297.412	299.759	301.773	303.53	305.032	306.312	
