0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	37	64	95	135	170	211	252	301	351	409	478	557	626	722	816	920	1059	1213	1383	1543	1731	1922	2062	2062	2062	2062	2062	2062	2062	2062	2062	2062	2062	2062	2062	2062	2062	2062	2062	2062	2062	2062	2062	2062	2062	2062	2062	2062	2062	2062	2062	2062	2062	2062	2062	2062	2062	2062	2062	2062	2062	2062	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	47	72	109	146	186	238	287	343	391	444	507	579	677	763	858	964	1088	1234	1377	1564	1754	1932	2051	2051	2051	2051	2051	2051	2051	2051	2051	2051	2051	2051	2051	2051	2051	2051	2051	2051	2051	2051	2051	2051	2051	2051	2051	2051	2051	2051	2051	2051	2051	2051	2051	2051	2051	2051	2051	2051	2051	2051	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	47	79	112	139	174	217	266	317	374	436	500	584	666	774	897	1025	1146	1289	1455	1647	1814	2050	2176	2176	2176	2176	2176	2176	2176	2176	2176	2176	2176	2176	2176	2176	2176	2176	2176	2176	2176	2176	2176	2176	2176	2176	2176	2176	2176	2176	2176	2176	2176	2176	2176	2176	2176	2176	2176	2176	2176	2176	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	43	78	113	149	189	239	287	347	406	468	524	620	715	817	911	1036	1150	1292	1468	1663	1872	2071	2196	2196	2196	2196	2196	2196	2196	2196	2196	2196	2196	2196	2196	2196	2196	2196	2196	2196	2196	2196	2196	2196	2196	2196	2196	2196	2196	2196	2196	2196	2196	2196	2196	2196	2196	2196	2196	2196	2196	2196	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	41	62	90	137	167	216	253	313	364	430	499	569	664	747	838	957	1074	1217	1386	1561	1747	1944	2064	2064	2064	2064	2064	2064	2064	2064	2064	2064	2064	2064	2064	2064	2064	2064	2064	2064	2064	2064	2064	2064	2064	2064	2064	2064	2064	2064	2064	2064	2064	2064	2064	2064	2064	2064	2064	2064	2064	2064	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	40	69	99	128	174	210	259	312	360	429	488	556	644	727	821	942	1072	1228	1363	1506	1685	1881	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	2003	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	31	60	93	121	169	212	266	317	376	438	518	582	646	742	836	954	1085	1225	1369	1560	1740	1942	2068	2068	2068	2068	2068	2068	2068	2068	2068	2068	2068	2068	2068	2068	2068	2068	2068	2068	2068	2068	2068	2068	2068	2068	2068	2068	2068	2068	2068	2068	2068	2068	2068	2068	2068	2068	2068	2068	2068	2068	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	36	71	102	136	173	217	256	306	367	425	486	548	627	734	838	945	1060	1181	1356	1502	1694	1914	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	2054	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	49	76	104	145	179	228	272	320	383	435	503	588	676	768	884	992	1129	1260	1410	1584	1778	1979	2111	2111	2111	2111	2111	2111	2111	2111	2111	2111	2111	2111	2111	2111	2111	2111	2111	2111	2111	2111	2111	2111	2111	2111	2111	2111	2111	2111	2111	2111	2111	2111	2111	2111	2111	2111	2111	2111	2111	2111	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	46	87	120	159	202	244	290	353	411	464	531	601	681	775	879	978	1103	1255	1414	1598	1794	2026	2145	2145	2145	2145	2145	2145	2145	2145	2145	2145	2145	2145	2145	2145	2145	2145	2145	2145	2145	2145	2145	2145	2145	2145	2145	2145	2145	2145	2145	2145	2145	2145	2145	2145	2145	2145	2145	2145	2145	2145	
