0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	13	15	21	24	28	32	37	41	46	46	56	74	87	91	100	113	129	150	159	180	205	233	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	9	13	18	22	26	32	36	39	42	55	65	78	82	89	96	106	115	133	144	163	186	206	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	216	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	5	7	13	14	15	21	28	37	39	45	55	61	70	81	101	105	116	134	149	164	188	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	10	16	20	21	22	28	31	37	41	48	57	63	71	84	94	102	121	134	153	178	197	217	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	9	14	15	18	19	21	24	28	33	43	49	57	71	82	94	105	119	130	141	168	184	208	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	217	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	6	10	14	22	27	34	38	43	52	62	69	77	85	100	112	123	139	155	167	181	195	209	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	221	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	10	14	18	19	21	25	26	33	38	45	54	65	72	86	96	110	128	142	158	176	198	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	6	10	13	20	21	23	26	33	37	47	56	64	67	80	85	97	111	130	142	163	186	200	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	203	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	7	9	13	16	17	25	29	33	37	43	52	62	73	75	87	97	115	129	143	155	184	215	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	229	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	7	10	16	19	25	30	31	36	46	49	50	60	66	84	99	115	131	144	156	175	197	228	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	238	
