1000000	973625	957901	944547	932727	921674	911407	901477	892153	883186	874312	865985	857926	850410	842857	835786	
1000000	973718	957959	944643	932553	921461	911096	901304	891798	882931	874208	865763	857841	850300	843041	836168	
1000000	973549	957647	944103	931948	921061	910848	901101	891703	882589	873946	865611	857487	849977	842553	835487	
1000000	973679	957790	944292	932425	921446	911013	901177	891841	882900	874247	865980	858086	850407	843133	836279	
1000000	973770	957996	944644	932778	921769	911386	901541	892176	883138	874420	866122	858113	850489	843058	835881	
1000000	973578	957885	944550	932512	921518	911028	901323	891811	882800	874098	865832	857848	850201	842881	835845	
1000000	973747	957874	944468	932553	921576	911161	901453	892099	883000	874194	865742	857836	850270	842906	835862	
1000000	973969	958069	944643	932607	921525	911252	901432	891988	883071	874104	865906	858023	850337	843063	836028	
1000000	973702	957873	944346	932320	921416	911180	901246	891818	882788	874187	865744	857815	850145	842734	835578	
1000000	973913	958239	944886	932839	921710	911217	901352	891745	882733	874237	865762	857862	850303	842897	835796	
1000000	973539	957792	944572	932765	921570	911226	901310	891975	883002	874212	865765	857815	850243	842966	835872	
1000000	973876	958042	944583	932632	921497	911117	901409	892036	883094	874239	866037	858139	850566	843241	836108	
1000000	973695	957978	944626	932525	921428	911002	901134	891831	882657	874098	865821	858011	850373	843032	835982	
1000000	974052	958203	944862	932543	921498	911258	901493	892032	882970	874250	866000	858013	850185	842829	835864	
1000000	973875	958097	944619	932254	921314	910868	901190	891762	882851	874097	865793	857873	850242	842898	836024	
1000000	973611	957960	944590	932507	921565	910969	900964	891725	882806	874027	865769	857867	850120	842722	835714	
1000000	973905	958118	944792	932912	921825	911480	901689	892327	883290	874497	866181	858145	850514	843153	836207	
1000000	973661	957797	944546	932563	921337	910917	901093	891683	882601	874055	865817	857718	850079	842795	835782	
1000000	973835	957922	944598	932547	921645	911177	901568	892138	883093	874641	866230	858239	850660	843440	836376	
1000000	973826	957970	944376	932432	921456	910900	901003	891728	882791	874264	865936	857897	850149	842812	835765	
1000000	973546	957691	944147	932264	921114	910900	901050	891568	882621	873951	865646	857676	850183	842782	835729	
1000000	973859	958047	944793	932894	921747	911304	901297	892134	883233	874547	866138	858211	850519	843119	836110	
1000000	973856	957980	944494	932578	921452	911278	901457	891955	883045	874222	865981	858179	850539	843155	835867	
1000000	973690	957883	944507	932442	921468	911205	901395	891931	882874	874224	865805	857960	850342	843160	836050	
1000000	973570	957670	944191	932257	921167	910756	900798	891437	882435	873830	865620	857794	850212	842985	835788	
1000000	973802	958062	944683	932894	921923	911670	901827	892525	883626	874960	866612	858552	851011	843788	836859	
1000000	973879	958106	944591	932569	921284	911004	901239	892194	883137	874420	866042	857985	850448	842964	835943	
1000000	973783	957815	944727	932885	921960	911562	901696	892275	883195	874558	866224	858244	850604	843354	836350	
1000000	973635	957859	944416	932467	921366	911051	901209	891753	882675	874039	865644	857682	850085	842854	835759	
1000000	973930	958127	944630	932599	921462	911068	901370	892099	883185	874543	866267	858464	850847	843642	836407	
1000000	973700	957768	944369	932367	921285	910849	901081	891745	882572	873862	865604	857561	849862	842525	835498	
1000000	973481	957691	944344	932388	921445	911066	901257	891797	882861	874107	865634	857703	850158	842951	835869	
1000000	973775	958056	944612	932841	921930	911505	901712	892406	883389	874693	866264	858476	850818	843565	836366	
1000000	974051	958240	944840	932850	921821	911280	901492	891980	883106	874438	866032	857970	850356	842920	835746	
1000000	974035	957987	944867	932922	921837	911531	901574	892150	883192	874366	866094	858090	850443	843114	836033	
1000000	973675	957786	944505	932311	921218	911184	901354	892106	882946	874262	866090	858121	850506	843254	836122	
1000000	973737	958016	944690	932624	921616	911383	901495	892146	883075	874327	866059	858034	850432	843063	835918	
1000000	973628	957807	944526	932391	921435	911042	901342	891940	882862	874040	865628	857579	849944	842632	835414	
1000000	973614	957572	944309	932258	921312	910797	901148	891776	882735	874026	865739	857812	850210	842937	835784	
1000000	973517	957926	944695	932808	921660	911333	901630	892297	883148	874526	866309	858503	850763	843429	836213	
1000000	973744	957714	944395	932387	921354	911018	901226	891944	883095	874452	866114	858108	850446	843203	836227	
1000000	973597	957757	944421	932460	921591	911175	901320	891818	882795	874065	865747	857761	850152	842824	835706	
