0.1	102807	102260	101376	99861	98725	98253	96980	95751	94652	93447	92669	92035	91266	89534	88479	87644	87103	86229	85261	84321	83364	82698	81415	80698	79092	79003	78451	77984	76661	75910	75155	74659	73137	72314	72280	71218	70201	69504	68382	68543	67404	67357	66180	65881	64852	64954	64266	63328	62958	62179	62148	61128	60988	60364	59312	59006	58964	58422	58312	57157	56960	56313	56395	55581	55824	55653	54680	55338	54613	54493	54138	54335	53761	53631	53868	54016	53369	53802	53512	53320	52950	52958	53539	53647	53762	53634	53451	53986	54359	54412	54471	55239	55517	55480	55478	56621	57075	56918	57664	58708	58651	59549	59802	60305	60719	61567	62462	63573	63834	64317	65418	66302	67573	68306	68933	70105	71262	71829	73211	74579	75316	77047	78418	79550	81335	81876	84154	85194	86804	87666	90083	91688	93435	95297	97347	99131	100893	102795	104846	106751	70124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.11	95541	95683	93696	93159	92645	92061	90295	89792	88723	88026	86927	85933	85635	84674	83789	83319	81716	80865	80363	80003	79347	78064	77633	76542	76212	75058	73975	73427	73402	72761	71940	70772	70443	69761	69439	68636	67697	67645	66204	66060	64811	64882	63644	63162	62858	62647	61640	61386	60600	59985	59839	59240	58851	58150	57681	56761	56916	56574	56102	55151	55049	54949	54128	54025	53915	53455	53371	52759	52708	52068	52128	51837	51849	50879	51640	50784	50678	50456	50405	50325	50316	49994	50251	50207	49967	49955	50049	50430	49814	50398	49906	49915	50610	50492	50287	50934	51028	51022	51599	51723	51901	52407	52509	53252	52829	53733	53903	54379	55240	55703	56002	56123	57029	57694	58419	58656	60032	60157	60481	61735	63047	63669	64082	65207	66293	67101	68047	69285	70091	71180	72469	73304	74569	75991	76897	78435	79673	81172	82515	83839	85317	86971	88595	89752	91408	93078	95152	97609	98729	100544	48747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.12	90368	88516	87966	87453	86856	85936	85490	83905	83646	83212	82605	82113	80898	80174	79875	78748	78657	77382	76707	76012	74875	74767	73534	73297	72496	71542	71673	70771	69488	69621	68931	67993	67943	66869	66769	65671	65160	64685	64667	63561	62795	62153	62053	61743	60407	60624	59444	59070	58736	58624	58073	57301	57080	56317	56214	55635	55305	54728	53970	53821	53471	53250	53172	52237	52370	51041	51385	51303	50887	50454	50415	49712	49904	49564	49269	48988	48619	48389	48038	48008	47933	47781	47533	47675	47467	47427	46949	47006	47026	47070	47124	47110	47459	47509	47037	46720	47293	47061	47187	47653	47411	47855	47433	48273	47890	48816	49093	48631	48947	49710	49978	49806	51052	50837	51242	51938	52075	52467	52659	53609	54100	54718	55368	56032	56421	57087	57820	59098	59292	59951	60304	61788	62472	63335	64459	64722	65706	66558	67879	68660	70012	70407	72061	72969	74469	75793	77336	78405	79714	80822	82797	83419	85211	86267	88174	89624	91553	93109	95133	75812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.13	84697	84137	83500	82621	81877	81584	80843	80613	79121	78650	77949	78023	77386	76682	75564	74854	74168	73841	73263	72462	72394	71521	70716	70193	69626	69184	68080	68082	67319	67102	65811	65581	65317	64205	64061	63771	62738	62579	62073	61361	60915	60571	59876	59269	58732	58297	57906	57769	57460	56491	55717	55746	55176	54994	54322	54057	53715	53288	52951	52693	52392	51674	51271	51423	51001	50230	49835	49410	49437	49091	48961	48465	48552	48198	47818	47266	47409	46592	46745	46512	46319	46339	45860	46063	45647	45241	45504	45074	44974	45086	44820	44926	44447	44832	44727	44569	44386	44717	44822	44506	44543	44573	44840	44908	45058	44932	44992	45425	45250	45258	45760	45838	46385	46488	47001	46297	47368	47297	47659	48246	48403	48214	49284	49262	50145	50294	51085	51367	51400	51995	52530	53565	53968	54362	55211	55662	56447	57315	58105	58841	59807	60185	60988	62154	62406	64291	64180	65624	66344	67783	68202	69793	70497	71542	72806	74116	75021	76175	77866	78596	80293	81653	82830	84159	85680	87105	88802	90684	56210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.14	79820	79495	79126	77896	77674	77242	76620	76151	75206	74622	74880	73982	73448	72838	72216	72148	70946	70954	69813	69365	69111	68357	67630	67516	67497	66800	66212	65533	64693	64385	63983	63520	62416	62357	62206	61222	61201	60716	60171	59931	59001	58732	58344	57639	57484	56847	56576	56085	55670	54888	54672	54232	53559	53110	53454	52658	52145	51963	51328	51100	51127	50265	50583	50071	49354	49055	49460	48543	48100	48092	47663	47387	47387	46760	46613	46221	46196	45846	45741	45385	45218	44902	44454	44501	44003	44495	43753	43917	43731	43771	43560	42940	43025	43004	43065	43013	42751	42622	43140	42784	42610	42741	42584	42305	42811	42532	42235	42541	42559	42366	42745	43194	43188	42727	43494	43625	43263	43920	43722	44308	44248	44365	44752	45054	44995	45779	46083	46612	46837	47103	47093	47755	47944	48575	48692	49217	50064	50634	50641	51536	51910	52726	53175	53560	54445	55298	56101	56539	57250	58077	58440	59398	60416	60873	61841	62578	63368	64783	65708	66145	67560	68651	69706	70996	71474	72909	74527	75557	76418	77555	78875	80243	82125	83400	84920	86420	86700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.15	76406	75479	75473	74742	74732	74099	73147	72370	72306	71466	71646	71012	70274	69501	69040	68338	67778	68019	67208	66684	66319	65889	65409	65075	64660	63912	63700	62942	62715	62375	61538	61027	61003	60150	60091	58814	58840	58956	57923	57725	57594	57023	56445	55756	55978	55448	54790	54415	54041	53912	53353	52873	52288	52158	51859	51642	51165	50567	50766	50607	49908	49090	48949	48958	48653	48024	47790	47905	47409	46998	46743	46444	46292	45492	45544	45431	44874	44792	44360	44187	43835	43959	43555	43658	43240	42860	43242	42534	42591	42434	41867	42079	41740	41820	41334	41510	41575	41290	41246	41324	41391	40936	40810	41283	41195	41070	41085	41233	40748	40931	40834	40846	40874	40788	40834	40865	41290	41262	41263	41442	41583	41489	41685	41629	42496	42042	42453	42693	43234	43086	43189	43529	43957	43864	44733	45018	45463	45726	46312	46392	46460	46665	47426	47683	48436	48865	49604	50279	50682	50898	52240	52231	52845	53616	54044	54492	55570	55836	56865	57581	58334	59119	60272	60814	61642	62642	63244	64408	65627	66451	67767	68579	69563	70521	71943	72922	73768	75116	75955	77355	78833	79762	81298	82931	80264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.16	73023	72374	72166	71444	71309	70199	70330	69754	68503	68953	68526	68234	67092	67224	66503	65911	65623	65283	64520	64850	64102	63689	63387	62793	62260	61658	61498	60565	60578	60040	59603	59530	58326	58189	57708	57662	57598	57397	56626	56259	55577	55362	55097	54477	54819	53843	53551	53062	52766	52147	52267	51567	51241	50748	50909	50466	49664	49601	49297	49188	48500	48334	48267	47911	47405	47098	46855	46404	45879	45844	46111	45679	44953	45340	44671	44410	43971	43757	43625	43695	43386	42998	42325	42553	42497	41903	41997	41518	41472	41640	40952	41159	40730	40729	40367	40667	40000	40137	40161	40149	39922	40074	39466	39915	39760	39475	39292	39163	38995	39428	38800	39334	39363	39273	39361	39393	39442	39243	39271	39348	39732	39272	39624	39523	39671	39938	39965	40250	40080	40411	40489	40943	40970	41294	41596	41871	42211	41972	42369	42986	43082	43120	43748	43836	44380	44391	44710	45213	45962	46185	46660	47041	47113	48077	48240	49056	48931	50071	50235	50751	51625	52313	52674	53596	54642	55040	55288	56365	57177	57919	58316	59344	60533	61244	62492	62724	63941	64932	64900	66680	67710	68653	69770	70851	72192	73223	74663	75240	76773	77885	79491	80140	44390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.17	69997	69896	69299	68792	68122	67520	67413	66984	66292	66304	65599	65259	65120	64479	64177	63607	63222	62986	62569	61963	61571	61620	61529	60350	60257	59742	59927	58917	58703	58363	58287	57433	57275	56853	56419	56021	55380	55331	55074	54850	54517	53698	53591	53119	52783	52669	52377	52153	51196	51147	51126	50748	50175	49963	49609	48925	48970	48369	48419	48126	47656	47396	47026	46637	46573	46275	46291	45795	45621	45282	45230	44563	44403	43977	43754	43106	43335	43302	43275	42253	42233	42140	42234	41665	41736	41356	41480	41095	40790	40499	39944	40012	40045	39857	39863	39690	39499	38652	39520	38883	38846	38869	38556	38781	38464	38558	38012	38007	37884	38341	38172	37671	38124	37763	37836	37932	37655	37712	37741	38026	37851	38151	37676	38085	37806	37856	37987	37903	38218	38158	38802	38508	38480	38782	38764	38640	39230	39535	39960	39889	39956	40200	41018	40823	40731	41168	41882	41981	41966	42608	42938	42780	43385	43479	43906	44687	44668	45439	45809	46469	46555	47430	47511	47925	48445	49119	49826	50014	50871	51354	52075	52740	53408	54261	54895	55374	56422	57312	57873	58413	59505	60223	60697	61751	62932	63946	64906	65553	66555	67696	68779	69536	70306	71530	73189	73989	75393	76605	77476	60361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.18	67708	66938	66255	66005	65646	65190	65215	64646	64720	64275	63619	63261	62266	62508	61904	61447	61397	60988	60250	59997	60081	59228	59412	58984	58341	58171	57762	57419	57289	56331	56154	55577	55462	55037	54638	54527	54311	54135	53549	53037	53269	52683	52111	51917	51477	51090	50808	50677	50456	49912	49578	49159	49237	48761	48476	48220	47813	48015	47302	47070	46881	46636	45756	45923	45357	45371	45196	44656	44853	44453	44103	44255	43684	43540	43307	42657	42861	42366	42351	41866	41569	41509	41403	41295	40535	40832	40180	40212	39948	40089	39655	39575	39742	39151	39334	38973	38620	38439	38590	38061	38231	38044	37746	37944	37549	37527	37227	37646	36741	37237	37282	36789	37295	36832	37050	36540	36653	36587	36871	36679	36801	36374	36898	36291	36387	36504	36552	36786	36828	36738	36843	37106	36666	36992	37178	36732	37518	37144	37287	37616	37742	37576	38182	38260	38307	38949	39034	39175	39206	39339	39546	39872	40528	40443	40704	40854	41613	41441	41842	42617	43333	43328	43379	44285	44668	44856	45012	45473	45706	46146	47068	47563	47699	48695	49027	49731	50972	50677	51645	52184	52990	53650	53717	55156	55735	56353	57476	58487	58606	59747	60624	61175	62116	62793	64473	64750	66302	66917	67983	69027	69701	71476	72372	73439	74503	75627	50922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.19	64809	64624	63810	63946	63212	62790	62595	62385	62406	61661	61071	60964	61163	60421	60110	59698	59022	58211	58732	58534	57955	57878	57472	56921	56819	56084	56022	56205	55444	54900	54655	54462	54495	53885	53151	52896	52943	52286	52095	51976	51409	51405	51140	51040	50283	50308	49820	49097	49341	48940	48377	48350	48507	47932	47241	47488	47343	46625	46380	46053	46170	45688	45972	45280	44215	44390	44311	44162	43778	43671	42979	43271	42815	42328	42297	42496	41947	41868	41408	41253	41366	40662	40974	40228	40167	39933	39577	39643	39545	39342	39008	38807	39263	38445	38235	38009	38473	37872	38072	37683	37469	37411	37352	37231	36791	37096	36480	36727	36642	36272	36304	36115	36038	36453	36279	36039	35692	35929	35715	35465	36031	35660	35787	35615	35839	35594	35702	35403	35532	35373	35461	35482	35781	35825	35484	35777	35687	35945	35707	36092	36282	35872	36571	36454	36493	36570	36888	37091	37291	37310	37245	37629	38029	38311	38405	38404	38871	38817	39357	39301	39895	40280	40114	40970	41076	41279	41742	42353	42771	42663	43179	43252	44067	44701	44684	44929	45954	45912	46911	47434	47855	48534	48790	49913	50204	50946	51231	51974	52394	53378	53988	54866	55357	55498	57056	57783	58884	59415	60273	61265	61986	62527	63750	64973	65783	66938	67850	69037	69743	70380	71647	73113	74417	18228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
