5.000E-02	3.681E-01	
5.960E-02	2.804E-01	
6.919E-02	2.331E-01	
7.879E-02	2.046E-01	
8.838E-02	1.859E-01	
9.798E-02	1.727E-01	
1.076E-01	1.629E-01	
1.172E-01	1.553E-01	
1.268E-01	1.491E-01	
1.364E-01	1.439E-01	
1.460E-01	1.395E-01	
1.556E-01	1.357E-01	
1.651E-01	1.323E-01	
1.747E-01	1.292E-01	
1.843E-01	1.264E-01	
1.939E-01	1.238E-01	
2.035E-01	1.215E-01	
2.131E-01	1.193E-01	
2.227E-01	1.172E-01	
2.323E-01	1.153E-01	
2.419E-01	1.135E-01	
2.515E-01	1.117E-01	
2.611E-01	1.101E-01	
2.707E-01	1.085E-01	
2.803E-01	1.071E-01	
2.899E-01	1.056E-01	
2.995E-01	1.043E-01	
3.091E-01	1.030E-01	
3.187E-01	1.017E-01	
3.283E-01	1.005E-01	
3.379E-01	9.938E-02	
3.475E-01	9.826E-02	
3.571E-01	9.718E-02	
3.667E-01	9.614E-02	
3.763E-01	9.513E-02	
3.859E-01	9.415E-02	
3.954E-01	9.320E-02	
4.050E-01	9.228E-02	
4.146E-01	9.139E-02	
4.242E-01	9.052E-02	
4.338E-01	8.968E-02	
4.434E-01	8.886E-02	
4.530E-01	8.806E-02	
4.626E-01	8.729E-02	
4.722E-01	8.653E-02	
4.818E-01	8.579E-02	
4.914E-01	8.508E-02	
5.010E-01	8.438E-02	
5.106E-01	8.369E-02	
5.202E-01	8.303E-02	
5.298E-01	8.238E-02	
5.394E-01	8.174E-02	
5.490E-01	8.112E-02	
5.586E-01	8.051E-02	
5.682E-01	7.991E-02	
5.778E-01	7.933E-02	
5.874E-01	7.876E-02	
5.970E-01	7.820E-02	
6.066E-01	7.764E-02	
6.162E-01	7.710E-02	
6.258E-01	7.657E-02	
6.353E-01	7.605E-02	
6.450E-01	7.554E-02	
6.545E-01	7.504E-02	
6.641E-01	7.455E-02	
6.737E-01	7.407E-02	
6.833E-01	7.359E-02	
6.929E-01	7.312E-02	
7.025E-01	7.266E-02	
7.121E-01	7.221E-02	
7.217E-01	7.177E-02	
7.313E-01	7.133E-02	
7.409E-01	7.090E-02	
7.505E-01	7.048E-02	
7.601E-01	7.007E-02	
7.697E-01	6.966E-02	
7.793E-01	6.925E-02	
7.889E-01	6.886E-02	
7.985E-01	6.847E-02	
8.081E-01	6.809E-02	
8.177E-01	6.771E-02	
8.273E-01	6.734E-02	
8.369E-01	6.697E-02	
8.465E-01	6.661E-02	
8.561E-01	6.625E-02	
8.657E-01	6.590E-02	
8.752E-01	6.556E-02	
8.848E-01	6.521E-02	
8.944E-01	6.488E-02	
9.040E-01	6.455E-02	
9.136E-01	6.422E-02	
9.232E-01	6.390E-02	
9.328E-01	6.358E-02	
9.424E-01	6.326E-02	
9.520E-01	6.295E-02	
9.616E-01	6.265E-02	
9.712E-01	6.234E-02	
9.808E-01	6.205E-02	
9.904E-01	6.175E-02	
1.000E+00	6.146E-02	
