5.000E-02	8.042E+00	
5.960E-02	5.107E+00	
6.919E-02	3.486E+00	
7.879E-02	2.513E+00	
8.838E-02	7.600E+00	
9.798E-02	5.844E+00	
1.076E-01	4.614E+00	
1.172E-01	3.724E+00	
1.268E-01	3.059E+00	
1.364E-01	2.552E+00	
1.460E-01	2.155E+00	
1.556E-01	1.841E+00	
1.651E-01	1.589E+00	
1.747E-01	1.383E+00	
1.843E-01	1.215E+00	
1.939E-01	1.075E+00	
2.035E-01	9.579E-01	
2.131E-01	8.594E-01	
2.227E-01	7.756E-01	
2.323E-01	7.040E-01	
2.419E-01	6.422E-01	
2.515E-01	5.887E-01	
2.611E-01	5.420E-01	
2.707E-01	5.010E-01	
2.803E-01	4.650E-01	
2.899E-01	4.330E-01	
2.995E-01	4.046E-01	
3.091E-01	3.793E-01	
3.187E-01	3.565E-01	
3.283E-01	3.361E-01	
3.379E-01	3.176E-01	
3.475E-01	3.009E-01	
3.571E-01	2.857E-01	
3.667E-01	2.719E-01	
3.763E-01	2.592E-01	
3.859E-01	2.476E-01	
3.954E-01	2.370E-01	
4.050E-01	2.272E-01	
4.146E-01	2.182E-01	
4.242E-01	2.098E-01	
4.338E-01	2.021E-01	
4.434E-01	1.949E-01	
4.530E-01	1.882E-01	
4.626E-01	1.820E-01	
4.722E-01	1.762E-01	
4.818E-01	1.707E-01	
4.914E-01	1.656E-01	
5.010E-01	1.609E-01	
5.106E-01	1.564E-01	
5.202E-01	1.521E-01	
5.298E-01	1.481E-01	
5.394E-01	1.444E-01	
5.490E-01	1.408E-01	
5.586E-01	1.374E-01	
5.682E-01	1.342E-01	
5.778E-01	1.312E-01	
5.874E-01	1.283E-01	
5.970E-01	1.256E-01	
6.066E-01	1.230E-01	
6.162E-01	1.205E-01	
6.258E-01	1.181E-01	
6.353E-01	1.159E-01	
6.450E-01	1.137E-01	
6.545E-01	1.117E-01	
6.641E-01	1.097E-01	
6.737E-01	1.078E-01	
6.833E-01	1.060E-01	
6.929E-01	1.043E-01	
7.025E-01	1.026E-01	
7.121E-01	1.010E-01	
7.217E-01	9.943E-02	
7.313E-01	9.794E-02	
7.409E-01	9.650E-02	
7.505E-01	9.512E-02	
7.601E-01	9.378E-02	
7.697E-01	9.249E-02	
7.793E-01	9.125E-02	
7.889E-01	9.004E-02	
7.985E-01	8.888E-02	
8.081E-01	8.775E-02	
8.177E-01	8.666E-02	
8.273E-01	8.560E-02	
8.369E-01	8.457E-02	
8.465E-01	8.358E-02	
8.561E-01	8.261E-02	
8.657E-01	8.168E-02	
8.752E-01	8.077E-02	
8.848E-01	7.989E-02	
8.944E-01	7.903E-02	
9.040E-01	7.819E-02	
9.136E-01	7.738E-02	
9.232E-01	7.660E-02	
9.328E-01	7.583E-02	
9.424E-01	7.509E-02	
9.520E-01	7.436E-02	
9.616E-01	7.366E-02	
9.712E-01	7.297E-02	
9.808E-01	7.230E-02	
9.904E-01	7.165E-02	
1.000E+00	7.102E-02	
