0.05	1.00667	0.698758	0.290568	1.39521
0.0596	1.3207	0.914725	0.378744	1.83301
0.06919	1.58597	1.09865	0.456088	2.19934
0.07879	1.80774	1.25252	0.51911	2.50343
0.08838	1.9952	1.38482	0.575012	2.76766
0.09798	2.1422	1.48309	0.615892	2.96868
0.1076	2.27341	1.57252	0.655365	3.14999
0.1172	2.38519	1.65477	0.685612	3.30763
0.1268	2.48033	1.71817	0.713425	3.4408
0.1364	2.57584	1.78449	0.73965	3.56922
0.146	2.65557	1.83926	0.762665	3.68283
0.1556	2.72845	1.89271	0.784755	3.77803
0.1651	2.80501	1.94286	0.805213	3.8923
0.1747	2.86944	1.99184	0.824345	3.98002
0.1843	2.9288	2.02873	0.843359	4.06519
0.1939	2.99167	2.0733	0.860745	4.14816
0.2035	3.04684	2.11361	0.874071	4.22725
0.2131	3.10747	2.15353	0.892158	4.30735
0.2227	3.15757	2.18682	0.910557	4.38286
0.2323	3.2102	2.226	0.925529	4.45171
0.2419	3.2611	2.25792	0.937926	4.51748
0.2515	3.31662	2.30145	0.953866	4.59599
0.2611	3.36	2.32827	0.966472	4.65885
0.2707	3.41439	2.3623	0.980998	4.73479
0.2803	3.46093	2.40079	0.995913	4.7932
0.2899	3.50834	2.43237	1.00967	4.86195
0.2995	3.55039	2.45729	1.01813	4.91527
0.3091	3.59384	2.4899	1.0349	4.97861
0.3187	3.64371	2.52479	1.04524	5.04993
0.3283	3.68509	2.55548	1.06041	5.10766
0.3379	3.73093	2.58622	1.07189	5.17194
0.3475	3.76463	2.60885	1.08471	5.21707
0.3571	3.80535	2.63914	1.09725	5.26797
0.3667	3.85565	2.67527	1.10992	5.3514
0.3763	3.89704	2.70664	1.12173	5.40256
0.3859	3.93956	2.73716	1.1337	5.46249
0.3954	3.9756	2.75491	1.14716	5.50526
0.405	4.00992	2.77995	1.15042	5.5575
0.4146	4.05214	2.80482	1.16446	5.61463
0.4242	4.09124	2.83905	1.18147	5.66609
0.4338	4.13477	2.86563	1.18698	5.72962
0.4434	4.17121	2.89391	1.19878	5.78436
0.453	4.20872	2.91664	1.21286	5.82817
0.4626	4.24315	2.93921	1.22	5.87854
0.4722	4.27943	2.97094	1.23054	5.93147
0.4818	4.30994	2.99155	1.23899	5.98532
0.4914	4.35643	3.02138	1.25389	6.04027
0.501	4.38667	3.04419	1.26224	6.08346
0.5106	4.426	3.06805	1.27556	6.14031
0.5202	4.46165	3.095	1.28452	6.189
0.5298	4.4913	3.11651	1.29015	6.23438
0.5394	4.52888	3.13491	1.30375	6.27438
0.549	4.56806	3.16664	1.31199	6.32817
0.5586	4.60126	3.19559	1.32741	6.37402
0.5682	4.62689	3.21059	1.33187	6.41308
0.5778	4.68098	3.2478	1.35119	6.48773
0.5874	4.70393	3.25802	1.3523	6.5164
0.597	4.74019	3.28564	1.36198	6.57535
0.6066	4.77624	3.31002	1.37221	6.62654
0.6162	4.80217	3.32893	1.38491	6.66143
0.6258	4.83843	3.35962	1.39215	6.70127
0.6353	4.87132	3.37898	1.40441	6.74994
0.645	4.89854	3.39355	1.40842	6.78357
0.6545	4.93067	3.42262	1.41881	6.83272
0.6641	4.9636	3.44345	1.42712	6.88457
0.6737	4.99947	3.4636	1.43732	6.92037
0.6833	5.03418	3.49568	1.45102	6.98569
0.6929	5.06204	3.51484	1.45773	7.01851
0.7025	5.097	3.53199	1.46662	7.06245
0.7121	5.12742	3.5528	1.4776	7.10547
0.7217	5.15741	3.57561	1.4796	7.1489
0.7313	5.18656	3.59709	1.49288	7.19766
0.7409	5.22075	3.6216	1.50574	7.23415
0.7505	5.25564	3.63758	1.5096	7.28189
0.7601	5.28905	3.6634	1.5211	7.34406
0.7697	5.30879	3.68352	1.5307	7.3561
0.7793	5.34894	3.70879	1.54395	7.41916
0.7889	5.37226	3.72723	1.55171	7.44735
0.7985	5.40437	3.74463	1.55614	7.49951
0.8081	5.44214	3.76441	1.55898	7.54279
0.8177	5.46625	3.7907	1.5752	7.58667
0.8273	5.50496	3.80965	1.58329	7.6364
0.8369	5.53341	3.83823	1.59407	7.67854
0.8465	5.55857	3.84174	1.59691	7.71093
0.8561	5.58386	3.86346	1.60799	7.72984
0.8657	5.62049	3.90014	1.61715	7.78521
0.8752	5.65684	3.91876	1.62772	7.83199
0.8848	5.66934	3.92527	1.62884	7.862
0.8944	5.71291	3.95775	1.64207	7.92935
0.904	5.73723	3.96943	1.64685	7.958
0.9136	5.76368	3.99133	1.65729	7.98898
0.9232	5.78799	4.01686	1.66508	8.02969
0.9328	5.82329	4.03644	1.6818	8.06783
0.9424	5.85608	4.05152	1.68136	8.11731
0.952	5.89173	4.07653	1.69629	8.17324
0.9616	5.9074	4.0908	1.69849	8.18312
0.9712	5.94942	4.12012	1.70927	8.24504
0.9808	5.96802	4.14059	1.71633	8.27137
0.9904	5.99775	4.15739	1.72283	8.32312
1	6.02658	4.18115	1.73933	8.34572
